PCode,DCode,CCode,VCode,SCode,ECenter_Meeting,School ID,ECCode,Group,Rooms,Rooms_Actual,PC,CEC,PCEC,MCSCode,CandidateNC,using,Order,Block,RoomSupp,EC_suffix,gradeLevel,Program,ECCodeSh,ec_sch_code,MarkerGroup_Kess,MarkerGroup_Math,MarkerGroup_Biol,MarkerGroup_Geog,MarkerGroup_Hist,MarkerGroup_MorCiv,MarkerGroup_Chem,MarkerGroup_Phys,MarkerGroup_Earth,MarkerGroup_Lang,MarkerGroup_KessSS,MarkerGroup_MathSS,MarkerGroup_BiolSS,MarkerGroup_GeogSS,MarkerGroup_HistSS,MarkerGroup_MorCivSS,MarkerGroup_ChemSS,MarkerGroup_PhysSS,MarkerGroup_EarthSS,MarkerGroup_LangSS,Id,IsDeleted,DateCreated,LastUpdated,IsActive
20,6,2,3,3,,"200602030031","200602030031129999",0,10,9,0,0,0,138,0,0,7,0,0,,12,2,"171",40,,,,,,,,,,,,,,,,,,,,,169,0,"01/12/22 08:43:26",,1
20,6,7,2,902,,"200607029021","200607029021129999",0,10,10,0,0,0,379,0,0,2,0,0,,12,1,"166",39,,,,,,,,,,,,,,,,,,,,,170,0,"01/12/22 08:43:26",,1
20,6,7,6,14,,"200607060141","200607060141129999",0,23,23,0,0,0,502,0,0,1,0,0,,12,1,"165",39,,,,,,,,,,,,,,,,,,,,,171,0,"01/12/22 08:43:26",,1
21,7,6,10,902,,"210706109021","210706109021129999",0,25,23,0,0,0,558,0,0,9,0,0,,12,2,"180",192,,,,,,,,,,,,,,,,,,,,,172,0,"01/12/22 08:43:26",,1
21,7,7,3,904,,"210707039041","210707039041129999",0,27,27,0,0,0,788,0,0,7,0,0,,12,2,"178",192,,,,,,,,,,,,,,,,,,,,,173,0,"01/12/22 08:43:26",,1
21,7,8,5,901,,"210708059011","210708059011129999",0,21,21,0,0,0,390,0,0,8,0,0,,12,2,"179",192,,,,,,,,,,,,,,,,,,,,,174,0,"01/12/22 08:43:26",,1
21,8,1,1,5,,"210801010055","210801010055129999",0,20,20,0,0,0,367,0,0,12,0,0,,12,2,"183",193,,,,,,,,,,,,,,,,,,,,,175,0,"01/12/22 08:43:26",,1
21,8,1,1,6,,"210801010066","210801010066129999",0,22,22,0,0,0,357,0,0,11,0,0,,12,2,"182",193,,,,,,,,,,,,,,,,,,,,,176,0,"01/12/22 08:43:26",,1
21,8,1,5,702,,"210801057021","210801057021129999",0,14,14,0,0,0,567,0,0,3,0,0,,12,1,"174",190,,,,,,,,,,,,,,,,,,,,,177,0,"01/12/22 08:43:26",,1
21,8,2,10,901,,"210802100019","210802100019129999",0,20,20,0,0,0,425,0,0,1,0,0,,12,1,"172",190,,,,,,,,,,,,,,,,,,,,,178,0,"01/12/22 08:43:26",,1
21,8,2,10,9,,"210802100091","210802100091129999",0,24,24,0,0,0,627,0,0,13,0,0,,12,2,"184",193,,,,,,,,,,,,,,,,,,,,,179,0,"01/12/22 08:43:26",,1
21,8,2,10,901,,"210802109011","210802109011129999",0,25,25,0,0,0,591,0,0,10,0,0,,12,2,"181",193,,,,,,,,,,,,,,,,,,,,,180,0,"01/12/22 08:43:26",,1
21,8,3,4,902,,"210803049021","210803049021129999",0,20,20,0,0,0,911,0,0,2,0,0,,12,1,"173",190,,,,,,,,,,,,,,,,,,,,,181,0,"01/12/22 08:43:26",,1
21,9,1,21,905,,"210901219051","210901219051129999",0,20,20,0,0,0,844,0,0,4,0,0,,12,1,"175",191,,,,,,,,,,,,,,,,,,,,,182,0,"01/12/22 08:43:26",,1
21,9,4,17,904,,"210904179041","210904179041129999",0,20,20,0,0,0,257,0,0,5,0,0,,12,1,"176",191,,,,,,,,,,,,,,,,,,,,,183,0,"01/12/22 08:43:26",,1
21,9,7,7,902,,"210907079021","210907079021129999",0,21,20,0,0,0,440,0,0,6,0,0,,12,1,"177",191,,,,,,,,,,,,,,,,,,,,,184,0,"01/12/22 08:43:26",,1
21,10,3,9,902,,"211003099021","211003099021129999",0,20,20,0,0,0,894,0,0,16,0,0,,12,2,"187",193,,,,,,,,,,,,,,,,,,,,,185,0,"01/12/22 08:43:26",,1
21,10,6,1,901,,"211006019011","211006019011129999",0,20,18,0,0,0,790,0,0,17,0,0,,12,2,"188",193,,,,,,,,,,,,,,,,,,,,,186,0,"01/12/22 08:43:26",,1
21,10,8,5,905,,"211008059051","211008059051129999",0,20,20,0,0,0,951,0,0,15,0,0,,12,2,"186",193,,,,,,,,,,,,,,,,,,,,,187,0,"01/12/22 08:43:26",,1
21,10,11,2,904,,"211011029041","211011029041129999",0,20,20,0,0,0,436,0,0,14,0,0,,12,2,"185",193,,,,,,,,,,,,,,,,,,,,,188,0,"01/12/22 08:43:26",,1
22,1,2,3,5,,"220102030051","220102030051129999",0,2,2,0,0,0,760,0,0,1,0,0,,12,1,"189",98,,,,,,,,,,,,,,,,,,,,,189,0,"01/12/22 08:43:26",,1
22,1,3,2,901,,"220103029011","220103029011129999",0,11,11,0,0,0,913,0,0,2,0,0,,12,2,"190",97,,,,,,,,,,,,,,,,,,,,,190,0,"01/12/22 08:43:26",,1
23,1,3,2,901,,"230103029011","230103029011129998",0,15,14,0,0,0,282,0,0,2,0,0,"កើត",12,2,"192",195,,,,,,,,,,,,,,,,,,,,,191,0,"01/12/22 08:43:26",,1
23,1,3,2,901,,"230103029011","230103029011129999",0,7,7,0,0,0,363,0,0,1,0,0,"លិច",12,1,"191",194,,,,,,,,,,,,,,,,,,,,,192,0,"01/12/22 08:43:26",,1
24,4,4,4,901,,"240404049011","240404049011129999",0,13,13,0,0,0,435,0,0,1,0,0,,12,1,"193",29,,,,,,,,,,,,,,,,,,,,,193,0,"01/12/22 08:43:26",,1
24,4,4,4,902,,"240404049021","240404049021129999",0,27,27,0,0,0,144,0,0,2,0,0,,12,2,"194",30,,,,,,,,,,,,,,,,,,,,,194,0,"01/12/22 08:43:26",,1
24,4,4,7,5,,"240404070051","240404070051129999",0,21,20,0,0,0,800,0,0,3,0,0,,12,2,"195",30,,,,,,,,,,,,,,,,,,,,,195,0,"01/12/22 08:43:26",,1
25,16,8,18,91,,"251608180911","251608180911129999",0,20,20,0,0,0,510,0,0,5,0,0,,12,2,"200",197,,,,,,,,,,,,,,,,,,,,,196,0,"01/12/22 08:43:26",,1
25,16,8,18,902,,"251608189021","251608189021129999",0,20,20,0,0,0,178,0,0,4,0,0,,12,2,"199",197,,,,,,,,,,,,,,,,,,,,,197,0,"01/12/22 08:43:26",,1
25,16,9,1,915,,"251609019011","251609019011129999",0,20,20,0,0,0,191,0,0,8,0,0,,12,2,"203",197,,,,,,,,,,,,,,,,,,,,,198,0,"01/12/22 08:43:26",,1
25,16,9,11,75,,"251609110751","251609110751129999",0,20,20,0,0,0,460,0,0,7,0,0,,12,2,"202",197,,,,,,,,,,,,,,,,,,,,,199,0,"01/12/22 08:43:26",,1
25,16,9,11,906,,"251609119061","251609119061129999",0,20,20,0,0,0,618,0,0,6,0,0,,12,2,"201",197,,,,,,,,,,,,,,,,,,,,,200,0,"01/12/22 08:43:26",,1
25,16,9,14,916,,"251609140019","251609140019129999",0,17,15,0,0,0,219,0,0,9,0,0,,12,2,"204",197,,,,,,,,,,,,,,,,,,,,,201,0,"01/12/22 08:43:26",,1
25,17,1,5,702,,"251701057021","251701057021129999",0,20,20,0,0,0,926,0,0,2,0,0,,12,1,"197",196,,,,,,,,,,,,,,,,,,,,,202,0,"01/12/22 08:43:26",,1
25,17,1,12,4,,"251701120041","251701120041129999",0,15,13,0,0,0,218,0,0,3,0,0,,12,1,"198",196,,,,,,,,,,,,,,,,,,,,,203,0,"01/12/22 08:43:26",,1
25,17,1,12,901,,"251701129011","251701129011129999",0,24,24,0,0,0,919,0,0,1,0,0,,12,1,"196",196,,,,,,,,,,,,,,,,,,,,,204,0,"01/12/22 08:43:26",,1
